address,pref,county,muni,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
栃木県日光市,栃木県,,日光市,5941.0,6693.0,7258.0,7731.0,8211.0,8822.0,9325.0,9907.0,10640.0,11140.0
栃木県小山市,栃木県,,小山市,17036.0,19108.0,21234.0,22913.0,24813.0,27040.0,28775.0,31107.0,33406.0,35659.0
栃木県真岡市,栃木県,,真岡市,9256.0,10240.0,11488.0,12373.0,13258.0,14499.0,15383.0,16394.0,17589.0,18708.0
栃木県大田原市,栃木県,,大田原市,7015.0,7821.0,8745.0,9438.0,9978.0,10747.0,11457.0,12088.0,12975.0,13797.0
栃木県矢板市,栃木県,,矢板市,3629.0,3975.0,4397.0,4649.0,4985.0,5368.0,5593.0,5940.0,6323.0,6629.0
栃木県那須塩原市,栃木県,,那須塩原市,10873.0,12308.0,13645.0,14673.0,15516.0,16916.0,18104.0,19471.0,21286.0,22794.0
栃木県さくら市,栃木県,,さくら市,5808.0,6530.0,7191.0,7708.0,8205.0,8853.0,9429.0,10010.0,10492.0,11205.0
栃木県那須烏山市,栃木県,,那須烏山市,3132.0,3382.0,3611.0,3783.0,3919.0,4122.0,4311.0,4422.0,4707.0,4816.0
栃木県下野市,栃木県,,下野市,6949.0,7822.0,8571.0,9211.0,9902.0,10648.0,11308.0,12077.0,13120.0,14044.0
栃木県河内郡上三川町,栃木県,河内郡,上三川町,1990.0,2438.0,2967.0,3289.0,3595.0,4150.0,4663.0,5085.0,5618.0,6102.0
栃木県芳賀郡益子町,栃木県,芳賀郡,益子町,1269.0,1510.0,1758.0,1864.0,1976.0,2137.0,2370.0,2643.0,2844.0,3192.0
栃木県芳賀郡茂木町,栃木県,芳賀郡,茂木町,468.0,601.0,668.0,724.0,758.0,854.0,943.0,1025.0,1106.0,1208.0
栃木県芳賀郡市貝町,栃木県,芳賀郡,市貝町,716.0,880.0,968.0,1051.0,1141.0,1314.0,1441.0,1586.0,1707.0,1851.0
栃木県芳賀郡芳賀町,栃木県,芳賀郡,芳賀町,1042.0,1300.0,1567.0,1692.0,1814.0,2132.0,2482.0,2964.0,3342.0,3739.0
栃木県下都賀郡壬生町,栃木県,下都賀郡,壬生町,2593.0,3199.0,3776.0,4065.0,4415.0,4988.0,5476.0,5909.0,6482.0,7108.0
栃木県下都賀郡野木町,栃木県,下都賀郡,野木町,1241.0,1583.0,1890.0,2109.0,2318.0,2625.0,2943.0,3213.0,3549.0,3920.0
栃木県塩谷郡塩谷町,栃木県,塩谷郡,塩谷町,515.0,586.0,646.0,722.0,780.0,872.0,977.0,1027.0,1103.0,1160.0
栃木県塩谷郡高根沢町,栃木県,塩谷郡,高根沢町,1675.0,2074.0,2515.0,2889.0,3104.0,3549.0,3905.0,4316.0,4723.0,5150.0
栃木県那須郡那須町,栃木県,那須郡,那須町,882.0,1052.0,1320.0,1454.0,1548.0,1796.0,1952.0,2100.0,2230.0,2370.0
栃木県那須郡那珂川町,栃木県,那須郡,那珂川町,885.0,1116.0,1258.0,1330.0,1389.0,1517.0,1599.0,1704.0,1816.0,1871.0
栃木県市町村不明,栃木県,,市町村不明,15951.0,15960.0,15968.0,15996.0,15997.0,15582.0,14933.0,14604.0,14394.0,14202.0
群馬県前橋市,群馬県,,前橋市,32419.0,35988.0,40068.0,43000.0,45643.0,49938.0,53554.0,57627.0,62057.0,66047.0
群馬県高崎市,群馬県,,高崎市,32804.0,36438.0,40517.0,43625.0,46789.0,51203.0,54740.0,59087.0,64428.0,69087.0
群馬県桐生市,群馬県,,桐生市,8635.0,9311.0,10132.0,10893.0,11504.0,12415.0,13327.0,14264.0,15368.0,16255.0
群馬県伊勢崎市,群馬県,,伊勢崎市,21833.0,24344.0,27244.0,29870.0,32057.0,35528.0,37988.0,41190.0,44935.0,48133.0
群馬県太田市,群馬県,,太田市,28457.0,31298.0,34703.0,37516.0,40113.0,44221.0,46995.0,49871.0,54278.0,57519.0
群馬県沼田市,群馬県,,沼田市,3720.0,4177.0,4673.0,5024.0,5342.0,5778.0,6287.0,6687.0,7153.0,7550.0
群馬県館林市,群馬県,,館林市,6700.0,7556.0,8419.0,9122.0,9778.0,10644.0,11283.0,12023.0,13133.0,13852.0
群馬県渋川市,群馬県,,渋川市,7141.0,7885.0,8783.0,9341.0,9825.0,10607.0,11235.0,11797.0,12467.0,13241.0
群馬県藤岡市,群馬県,,藤岡市,6519.0,7103.0,7975.0,8647.0,9342.0,10153.0,10815.0,11492.0,12156.0,12941.0
群馬県富岡市,群馬県,,富岡市,3842.0,4223.0,4642.0,4970.0,5291.0,5786.0,6085.0,6472.0,6988.0,7391.0
群馬県安中市,群馬県,,安中市,5192.0,5711.0,6269.0,6703.0,7094.0,7713.0,8208.0,8745.0,9523.0,10034.0
群馬県みどり市,群馬県,,みどり市,5418.0,5891.0,6423.0,6920.0,7306.0,7916.0,8369.0,8902.0,9623.0,10225.0
群馬県北群馬郡榛東村,群馬県,北群馬郡,榛東村,853.0,1084.0,1413.0,1554.0,1719.0,2106.0,2350.0,2615.0,2964.0,3224.0
群馬県北群馬郡吉岡町,群馬県,北群馬郡,吉岡町,1452.0,1761.0,2294.0,2511.0,2906.0,3452.0,3944.0,4347.0,4947.0,5469.0
群馬県多野郡上野村,群馬県,多野郡,上野村,0.0,3.0,3.0,8.0,8.0,8.0,8.0,18.0,18.0,18.0
群馬県多野郡神流町,群馬県,多野郡,神流町,15.0,15.0,20.0,20.0,25.0,25.0,29.0,29.0,29.0,33.0
群馬県甘楽郡下仁田町,群馬県,甘楽郡,下仁田町,186.0,205.0,237.0,262.0,280.0,317.0,373.0,386.0,397.0,420.0
群馬県甘楽郡南牧村,群馬県,甘楽郡,南牧村,14.0,14.0,14.0,14.0,14.0,28.0,28.0,28.0,28.0,28.0
群馬県甘楽郡甘楽町,群馬県,甘楽郡,甘楽町,585.0,657.0,837.0,966.0,1046.0,1194.0,1363.0,1531.0,1641.0,1842.0
群馬県吾妻郡中之条町,群馬県,吾妻郡,中之条町,716.0,839.0,1020.0,1094.0,1193.0,1303.0,1431.0,1490.0,1633.0,1755.0
群馬県吾妻郡長野原町,群馬県,吾妻郡,長野原町,187.0,303.0,382.0,426.0,443.0,506.0,544.0,598.0,658.0,693.0
群馬県吾妻郡嬬恋村,群馬県,吾妻郡,嬬恋村,237.0,335.0,407.0,477.0,519.0,622.0,700.0,775.0,894.0,972.0
群馬県吾妻郡草津町,群馬県,吾妻郡,草津町,27.0,30.0,38.0,38.0,38.0,42.0,49.0,64.0,64.0,77.0
群馬県吾妻郡高山村,群馬県,吾妻郡,高山村,148.0,191.0,240.0,288.0,307.0,337.0,355.0,362.0,396.0,434.0
群馬県吾妻郡東吾妻町,群馬県,吾妻郡,東吾妻町,878.0,1025.0,1220.0,1327.0,1425.0,1587.0,1770.0,1855.0,2001.0,2201.0
群馬県利根郡片品村,群馬県,利根郡,片品村,44.0,52.0,102.0,110.0,123.0,161.0,183.0,183.0,189.0,203.0
群馬県利根郡川場村,群馬県,利根郡,川場村,123.0,144.0,194.0,204.0,211.0,228.0,271.0,294.0,294.0,320.0
群馬県利根郡昭和村,群馬県,利根郡,昭和村,392.0,480.0,579.0,638.0,711.0,780.0,842.0,926.0,1031.0,1089.0
群馬県利根郡みなかみ町,群馬県,利根郡,みなかみ町,382.0,513.0,652.0,736.0,842.0,1005.0,1099.0,1198.0,1337.0,1493.0
群馬県佐波郡玉村町,群馬県,佐波郡,玉村町,1893.0,2273.0,2948.0,3249.0,3460.0,4043.0,4592.0,5169.0,5781.0,6312.0
群馬県邑楽郡板倉町,群馬県,邑楽郡,板倉町,864.0,1000.0,1159.0,1277.0,1428.0,1573.0,1713.0,1857.0,2012.0,2108.0
群馬県邑楽郡明和町,群馬県,邑楽郡,明和町,637.0,770.0,944.0,1102.0,1214.0,1379.0,1541.0,1754.0,1979.0,2085.0
群馬県邑楽郡千代田町,群馬県,邑楽郡,千代田町,701.0,821.0,1001.0,1112.0,1195.0,1382.0,1512.0,1667.0,1866.0,1953.0
群馬県邑楽郡大泉町,群馬県,邑楽郡,大泉町,2230.0,2872.0,3375.0,3888.0,4397.0,5286.0,6054.0,6668.0,7370.0,7913.0
群馬県邑楽郡邑楽町,群馬県,邑楽郡,邑楽町,1355.0,1734.0,2128.0,2406.0,2677.0,3069.0,3430.0,3833.0,4258.0,4616.0
群馬県市町村不明,群馬県,,市町村不明,14382.0,14400.0,14426.0,14509.0,14538.0,14254.0,13764.0,13373.0,13172.0,12949.0
埼玉県さいたま市,埼玉県,,さいたま市,25267.0,32737.0,39360.0,44507.0,49664.0,58038.0,64888.0,72592.0,82675.0,91901.0
埼玉県川越市,埼玉県,,川越市,21990.0,25083.0,27698.0,29373.0,31322.0,33790.0,35788.0,38348.0,41201.0,44120.0
埼玉県熊谷市,埼玉県,,熊谷市,15956.0,18390.0,20339.0,21740.0,23308.0,25284.0,26771.0,28573.0,30703.0,32667.0
埼玉県川口市,埼玉県,,川口市,19443.0,21591.0,24196.0,26301.0,28180.0,30977.0,32973.0,35206.0,37961.0,40473.0
埼玉県行田市,埼玉県,,行田市,6942.0,7863.0,8593.0,9077.0,9613.0,10374.0,10983.0,11779.0,12708.0,13587.0
埼玉県秩父市,埼玉県,,秩父市,7499.0,8164.0,8908.0,9340.0,9661.0,10172.0,10613.0,11126.0,11782.0,12344.0
埼玉県所沢市,埼玉県,,所沢市,12956.0,14656.0,16013.0,17310.0,18674.0,20513.0,21837.0,23542.0,25603.0,27796.0
埼玉県飯能市,埼玉県,,飯能市,4661.0,5370.0,5993.0,6501.0,7072.0,7794.0,8317.0,8805.0,9780.0,10536.0
埼玉県加須市,埼玉県,,加須市,11455.0,13068.0,14306.0,15456.0,16382.0,17796.0,18905.0,20274.0,21798.0,23139.0
埼玉県本庄市,埼玉県,,本庄市,6322.0,6993.0,7774.0,8261.0,8959.0,9869.0,10627.0,11487.0,12550.0,13450.0
埼玉県東松山市,埼玉県,,東松山市,7161.0,8234.0,9299.0,10130.0,10805.0,11626.0,12352.0,13372.0,14791.0,15860.0
埼玉県春日部市,埼玉県,,春日部市,10700.0,11925.0,13037.0,13915.0,14878.0,16442.0,17530.0,18883.0,20913.0,22265.0
埼玉県狭山市,埼玉県,,狭山市,7562.0,8630.0,9572.0,10046.0,10754.0,11633.0,12395.0,13399.0,14862.0,16071.0
埼玉県羽生市,埼玉県,,羽生市,5428.0,6137.0,6825.0,7377.0,7946.0,8475.0,8904.0,9604.0,10462.0,11183.0
埼玉県鴻巣市,埼玉県,,鴻巣市,7847.0,8882.0,9751.0,10445.0,11216.0,12320.0,13159.0,14339.0,15605.0,16910.0
埼玉県深谷市,埼玉県,,深谷市,14084.0,15751.0,17280.0,18335.0,19522.0,21071.0,22254.0,23830.0,25371.0,26851.0
埼玉県上尾市,埼玉県,,上尾市,11545.0,13182.0,14566.0,15620.0,16747.0,18654.0,19966.0,21769.0,24044.0,25819.0
埼玉県草加市,埼玉県,,草加市,9334.0,10222.0,11191.0,11833.0,12752.0,13932.0,14857.0,16014.0,17335.0,18439.0
埼玉県越谷市,埼玉県,,越谷市,15001.0,16870.0,18663.0,20416.0,22301.0,24786.0,26385.0,27928.0,30456.0,33035.0
埼玉県蕨市,埼玉県,,蕨市,1713.0,1970.0,2237.0,2371.0,2526.0,2722.0,2864.0,3079.0,3334.0,3621.0
埼玉県戸田市,埼玉県,,戸田市,3716.0,4085.0,4376.0,4578.0,4809.0,5248.0,5521.0,5845.0,6283.0,6676.0
埼玉県入間市,埼玉県,,入間市,7372.0,8329.0,9162.0,9861.0,10469.0,11398.0,12226.0,13072.0,14005.0,14909.0
埼玉県朝霞市,埼玉県,,朝霞市,3765.0,4248.0,4632.0,4952.0,5191.0,5989.0,6848.0,7283.0,7720.0,8385.0
埼玉県志木市,埼玉県,,志木市,2301.0,2606.0,2918.0,3199.0,3474.0,3808.0,4052.0,4267.0,4574.0,5057.0
埼玉県和光市,埼玉県,,和光市,2177.0,2411.0,2654.0,2797.0,2946.0,3211.0,3376.0,3516.0,3731.0,3999.0
埼玉県新座市,埼玉県,,新座市,5705.0,6393.0,7172.0,7631.0,8183.0,8961.0,9574.0,10233.0,11005.0,11828.0
埼玉県桶川市,埼玉県,,桶川市,4904.0,5534.0,6002.0,6429.0,6921.0,7423.0,7838.0,8394.0,9116.0,9675.0
埼玉県久喜市,埼玉県,,久喜市,10575.0,11787.0,13068.0,14101.0,15100.0,16732.0,18181.0,19749.0,21752.0,23588.0
埼玉県北本市,埼玉県,,北本市,3451.0,3851.0,4142.0,4426.0,4718.0,5099.0,5440.0,5869.0,6430.0,7044.0
埼玉県八潮市,埼玉県,,八潮市,4657.0,5213.0,5737.0,6118.0,6611.0,7250.0,7617.0,8073.0,8735.0,9379.0
埼玉県富士見市,埼玉県,,富士見市,4445.0,5081.0,5514.0,5881.0,6376.0,6956.0,7309.0,7835.0,8599.0,9292.0
埼玉県三郷市,埼玉県,,三郷市,6182.0,6832.0,7620.0,8307.0,9052.0,9912.0,10539.0,11167.0,12067.0,12956.0
埼玉県蓮田市,埼玉県,,蓮田市,4552.0,5173.0,5734.0,6082.0,6460.0,7167.0,7544.0,8012.0,8694.0,9275.0
埼玉県坂戸市,埼玉県,,坂戸市,7012.0,8029.0,8873.0,9566.0,10279.0,10981.0,11514.0,12113.0,13037.0,13899.0
埼玉県幸手市,埼玉県,,幸手市,3171.0,3662.0,4096.0,4423.0,4730.0,5092.0,5358.0,5716.0,6179.0,6503.0
埼玉県鶴ヶ島市,埼玉県,,鶴ヶ島市,3428.0,3904.0,4350.0,4709.0,5066.0,5532.0,5910.0,6320.0,6779.0,7380.0
埼玉県日高市,埼玉県,,日高市,4854.0,5416.0,5887.0,6199.0,6555.0,6949.0,7211.0,7593.0,8018.0,8486.0
埼玉県吉川市,埼玉県,,吉川市,6334.0,7165.0,7798.0,8244.0,8630.0,9157.0,9484.0,10005.0,10559.0,11022.0
埼玉県ふじみ野市,埼玉県,,ふじみ野市,4140.0,5027.0,5607.0,5952.0,6237.0,6685.0,7066.0,7455.0,7823.0,8245.0
埼玉県白岡市,埼玉県,,白岡市,1640.0,2312.0,2732.0,3146.0,3562.0,4124.0,4705.0,5186.0,5802.0,6375.0
埼玉県北足立郡伊奈町,埼玉県,北足立郡,伊奈町,1698.0,2226.0,2614.0,2984.0,3350.0,3889.0,4226.0,4680.0,5386.0,5724.0
埼玉県入間郡三芳町,埼玉県,入間郡,三芳町,577.0,770.0,881.0,1010.0,1152.0,1305.0,1475.0,1609.0,1848.0,2028.0
埼玉県入間郡毛呂山町,埼玉県,入間郡,毛呂山町,1007.0,1386.0,1673.0,1812.0,1978.0,2222.0,2414.0,2553.0,2783.0,2942.0
埼玉県入間郡越生町,埼玉県,入間郡,越生町,416.0,502.0,594.0,648.0,713.0,799.0,872.0,993.0,1066.0,1151.0
埼玉県比企郡滑川町,埼玉県,比企郡,滑川町,981.0,1323.0,1681.0,1928.0,2178.0,2576.0,3009.0,3459.0,3826.0,4078.0
埼玉県比企郡嵐山町,埼玉県,比企郡,嵐山町,825.0,972.0,1087.0,1264.0,1339.0,1510.0,1628.0,1762.0,2014.0,2135.0
埼玉県比企郡小川町,埼玉県,比企郡,小川町,1000.0,1236.0,1395.0,1503.0,1612.0,1776.0,1918.0,2152.0,2391.0,2592.0
埼玉県比企郡川島町,埼玉県,比企郡,川島町,757.0,1004.0,1257.0,1400.0,1616.0,1784.0,1901.0,2068.0,2243.0,2327.0
埼玉県比企郡吉見町,埼玉県,比企郡,吉見町,872.0,1109.0,1333.0,1485.0,1649.0,1777.0,1928.0,2142.0,2362.0,2511.0
埼玉県比企郡鳩山町,埼玉県,比企郡,鳩山町,574.0,691.0,795.0,854.0,905.0,1004.0,1104.0,1192.0,1354.0,1450.0
埼玉県比企郡ときがわ町,埼玉県,比企郡,ときがわ町,339.0,407.0,470.0,502.0,545.0,609.0,629.0,652.0,735.0,839.0
埼玉県秩父郡横瀬町,埼玉県,秩父郡,横瀬町,561.0,622.0,671.0,748.0,797.0,839.0,887.0,1028.0,1156.0,1226.0
埼玉県秩父郡皆野町,埼玉県,秩父郡,皆野町,586.0,715.0,795.0,893.0,929.0,1050.0,1136.0,1211.0,1291.0,1355.0
埼玉県秩父郡長瀞町,埼玉県,秩父郡,長瀞町,513.0,584.0,636.0,674.0,718.0,791.0,871.0,935.0,1023.0,1043.0
埼玉県秩父郡小鹿野町,埼玉県,秩父郡,小鹿野町,705.0,851.0,971.0,1023.0,1108.0,1194.0,1216.0,1299.0,1405.0,1468.0
埼玉県秩父郡東秩父村,埼玉県,秩父郡,東秩父村,70.0,96.0,109.0,113.0,130.0,142.0,146.0,143.0,152.0,180.0
埼玉県児玉郡美里町,埼玉県,児玉郡,美里町,769.0,947.0,1006.0,1095.0,1205.0,1284.0,1404.0,1632.0,1768.0,1969.0
埼玉県児玉郡神川町,埼玉県,児玉郡,神川町,838.0,996.0,1086.0,1215.0,1286.0,1352.0,1431.0,1525.0,1710.0,1830.0
埼玉県児玉郡上里町,埼玉県,児玉郡,上里町,1408.0,1765.0,2108.0,2354.0,2628.0,2920.0,3314.0,3736.0,4231.0,4711.0
埼玉県大里郡寄居町,埼玉県,大里郡,寄居町,1233.0,1527.0,1804.0,1975.0,2199.0,2570.0,2848.0,3218.0,3588.0,3958.0
埼玉県南埼玉郡宮代町,埼玉県,南埼玉郡,宮代町,1112.0,1469.0,1928.0,2150.0,2477.0,2930.0,3307.0,3601.0,3923.0,4270.0
埼玉県北葛飾郡杉戸町,埼玉県,北葛飾郡,杉戸町,1525.0,1867.0,2292.0,2515.0,2803.0,3226.0,3533.0,3928.0,4538.0,4905.0
埼玉県北葛飾郡松伏町,埼玉県,北葛飾郡,松伏町,904.0,1113.0,1277.0,1477.0,1708.0,1920.0,2071.0,2202.0,2498.0,2656.0
埼玉県市町村不明,埼玉県,,市町村不明,50414.0,50240.0,50002.0,50083.0,50098.0,49198.0,47880.0,46855.0,46091.0,45485.0
千葉県千葉市,千葉県,,千葉市,16456.0,21157.0,25458.0,28811.0,32290.0,37558.0,42128.0,47810.0,54125.0,60183.0
千葉県銚子市,千葉県,,銚子市,2570.0,2869.0,3146.0,3360.0,3545.0,3957.0,4220.0,4477.0,4740.0,5162.0
千葉県市川市,千葉県,,市川市,11462.0,12689.0,13797.0,14856.0,15909.0,17256.0,18579.0,20128.0,22165.0,24024.0
千葉県船橋市,千葉県,,船橋市,20163.0,22776.0,25253.0,27472.0,29622.0,32722.0,35157.0,37864.0,41186.0,45067.0
千葉県館山市,千葉県,,館山市,3064.0,3389.0,3706.0,3988.0,4172.0,4407.0,4656.0,4928.0,5391.0,5902.0
千葉県木更津市,千葉県,,木更津市,10746.0,12159.0,13599.0,14724.0,15685.0,17303.0,18809.0,20512.0,22574.0,25105.0
千葉県松戸市,千葉県,,松戸市,16653.0,18669.0,20814.0,22524.0,24159.0,26298.0,28036.0,29971.0,32139.0,34801.0
千葉県野田市,千葉県,,野田市,10884.0,12316.0,13680.0,14528.0,15517.0,16997.0,18142.0,19325.0,20874.0,22604.0
千葉県茂原市,千葉県,,茂原市,5437.0,6024.0,6560.0,7069.0,7686.0,8550.0,9186.0,9979.0,11110.0,11958.0
千葉県成田市,千葉県,,成田市,8926.0,9890.0,10888.0,11734.0,12433.0,13375.0,14095.0,15049.0,16237.0,17472.0
千葉県佐倉市,千葉県,,佐倉市,9681.0,10969.0,12154.0,12989.0,13730.0,14789.0,15819.0,16862.0,18048.0,19205.0
千葉県東金市,千葉県,,東金市,3824.0,4192.0,4648.0,4873.0,5174.0,5591.0,5895.0,6264.0,6719.0,7172.0
千葉県旭市,千葉県,,旭市,4256.0,4669.0,5162.0,5574.0,6049.0,6663.0,7197.0,7841.0,8532.0,9233.0
千葉県習志野市,千葉県,,習志野市,5149.0,5702.0,6207.0,6537.0,6951.0,7729.0,8121.0,8619.0,9138.0,9865.0
千葉県柏市,千葉県,,柏市,18315.0,20663.0,22853.0,25120.0,27304.0,30629.0,33227.0,36328.0,40192.0,43671.0
千葉県勝浦市,千葉県,,勝浦市,1063.0,1164.0,1219.0,1308.0,1357.0,1408.0,1452.0,1510.0,1626.0,1702.0
千葉県市原市,千葉県,,市原市,17036.0,19630.0,21831.0,23636.0,25309.0,27639.0,29554.0,31755.0,34053.0,36186.0
千葉県流山市,千葉県,,流山市,9691.0,11160.0,12773.0,14301.0,15800.0,17917.0,19738.0,22375.0,25037.0,27633.0
千葉県八千代市,千葉県,,八千代市,8772.0,9785.0,10949.0,11837.0,13101.0,14777.0,16373.0,18177.0,19866.0,21394.0
千葉県我孫子市,千葉県,,我孫子市,6730.0,7501.0,8199.0,8803.0,9443.0,10404.0,11132.0,11882.0,12824.0,14061.0
千葉県鴨川市,千葉県,,鴨川市,2154.0,2368.0,2497.0,2677.0,2787.0,2936.0,3074.0,3263.0,3465.0,3652.0
千葉県鎌ケ谷市,千葉県,,鎌ケ谷市,4950.0,5585.0,6136.0,6652.0,7068.0,7816.0,8422.0,9067.0,9666.0,10440.0
千葉県君津市,千葉県,,君津市,6179.0,6889.0,7536.0,8254.0,8762.0,9368.0,10007.0,10741.0,11536.0,12310.0
千葉県富津市,千葉県,,富津市,2900.0,3284.0,3674.0,3925.0,4117.0,4453.0,4842.0,5238.0,5804.0,6189.0
千葉県浦安市,千葉県,,浦安市,3229.0,3675.0,4046.0,4260.0,4511.0,4856.0,5134.0,5445.0,5909.0,6357.0
千葉県四街道市,千葉県,,四街道市,6587.0,7355.0,8178.0,8814.0,9482.0,10647.0,11488.0,12595.0,13774.0,14846.0
千葉県袖ケ浦市,千葉県,,袖ケ浦市,5648.0,6434.0,7250.0,8101.0,8860.0,10229.0,11403.0,12624.0,14012.0,15081.0
千葉県八街市,千葉県,,八街市,4891.0,5406.0,5941.0,6266.0,6654.0,7236.0,7656.0,8217.0,8781.0,9337.0
千葉県印西市,千葉県,,印西市,7372.0,8772.0,10343.0,11587.0,13278.0,16046.0,18094.0,20767.0,23874.0,25626.0
千葉県白井市,千葉県,,白井市,4311.0,4991.0,5627.0,6111.0,6613.0,7182.0,7581.0,7919.0,8425.0,8834.0
千葉県富里市,千葉県,,富里市,3115.0,3532.0,3931.0,4265.0,4545.0,5005.0,5374.0,5846.0,6406.0,6918.0
千葉県南房総市,千葉県,,南房総市,2806.0,2994.0,3236.0,3408.0,3545.0,3682.0,3908.0,4066.0,4328.0,4534.0
千葉県匝瑳市,千葉県,,匝瑳市,2121.0,2360.0,2577.0,2736.0,2966.0,3366.0,3643.0,3882.0,4094.0,4388.0
千葉県香取市,千葉県,,香取市,5311.0,5938.0,6551.0,6959.0,7458.0,8104.0,8581.0,9133.0,9682.0,10456.0
千葉県山武市,千葉県,,山武市,3717.0,4151.0,4441.0,4742.0,5102.0,5522.0,5831.0,6162.0,6485.0,6703.0
千葉県いすみ市,千葉県,,いすみ市,2868.0,3121.0,3373.0,3610.0,3751.0,4062.0,4308.0,4505.0,4714.0,4980.0
千葉県大網白里市,千葉県,,大網白里市,1468.0,1887.0,2189.0,2455.0,2735.0,3061.0,3401.0,3783.0,4210.0,4662.0
千葉県印旛郡酒々井町,千葉県,印旛郡,酒々井町,834.0,1022.0,1216.0,1289.0,1381.0,1500.0,1654.0,1965.0,2172.0,2336.0
千葉県印旛郡栄町,千葉県,印旛郡,栄町,750.0,959.0,1110.0,1263.0,1361.0,1512.0,1658.0,1826.0,2021.0,2225.0
千葉県香取郡神崎町,千葉県,香取郡,神崎町,286.0,333.0,364.0,418.0,464.0,502.0,553.0,590.0,643.0,704.0
千葉県香取郡多古町,千葉県,香取郡,多古町,550.0,777.0,868.0,1023.0,1177.0,1357.0,1468.0,1588.0,1693.0,1881.0
千葉県香取郡東庄町,千葉県,香取郡,東庄町,550.0,718.0,871.0,976.0,1077.0,1182.0,1351.0,1541.0,1672.0,1805.0
千葉県山武郡九十九里町,千葉県,山武郡,九十九里町,422.0,510.0,543.0,605.0,666.0,715.0,774.0,866.0,950.0,1044.0
千葉県山武郡芝山町,千葉県,山武郡,芝山町,346.0,405.0,484.0,501.0,510.0,577.0,641.0,727.0,840.0,968.0
千葉県山武郡横芝光町,千葉県,山武郡,横芝光町,942.0,1103.0,1298.0,1453.0,1554.0,1789.0,1960.0,2157.0,2403.0,2593.0
千葉県長生郡一宮町,千葉県,長生郡,一宮町,506.0,631.0,736.0,830.0,924.0,1037.0,1119.0,1250.0,1524.0,1823.0
千葉県長生郡睦沢町,千葉県,長生郡,睦沢町,304.0,399.0,451.0,548.0,599.0,636.0,698.0,723.0,778.0,821.0
千葉県長生郡長生村,千葉県,長生郡,長生村,485.0,653.0,797.0,896.0,948.0,1081.0,1200.0,1301.0,1495.0,1621.0
千葉県長生郡白子町,千葉県,長生郡,白子町,356.0,406.0,451.0,509.0,588.0,642.0,707.0,765.0,849.0,910.0
千葉県長生郡長柄町,千葉県,長生郡,長柄町,248.0,278.0,344.0,382.0,430.0,470.0,534.0,566.0,592.0,619.0
千葉県長生郡長南町,千葉県,長生郡,長南町,276.0,320.0,359.0,413.0,447.0,495.0,527.0,564.0,603.0,611.0
千葉県夷隅郡大多喜町,千葉県,夷隅郡,大多喜町,279.0,373.0,423.0,478.0,516.0,602.0,655.0,724.0,761.0,800.0
千葉県夷隅郡御宿町,千葉県,夷隅郡,御宿町,488.0,571.0,634.0,685.0,733.0,817.0,872.0,970.0,1077.0,1211.0
千葉県安房郡鋸南町,千葉県,安房郡,鋸南町,197.0,257.0,331.0,371.0,395.0,428.0,482.0,552.0,606.0,677.0
千葉県市町村不明,千葉県,,市町村不明,27092.0,26950.0,26812.0,26822.0,26831.0,26287.0,25290.0,24512.0,24104.0,23765.0
東京都千代田区,東京都,,千代田区,92.0,102.0,103.0,109.0,121.0,121.0,121.0,126.0,135.0,151.0
東京都中央区,東京都,,中央区,164.0,181.0,194.0,205.0,210.0,220.0,220.0,220.0,230.0,256.0
東京都港区,東京都,,港区,1338.0,1447.0,1545.0,1602.0,1660.0,1719.0,1787.0,1892.0,2040.0,2214.0
東京都新宿区,東京都,,新宿区,3641.0,3972.0,4242.0,4421.0,4581.0,4828.0,4995.0,5238.0,5521.0,5844.0
東京都文京区,東京都,,文京区,2554.0,2830.0,3093.0,3317.0,3484.0,3675.0,3849.0,4116.0,4357.0,4870.0
東京都台東区,東京都,,台東区,989.0,1066.0,1149.0,1208.0,1254.0,1351.0,1438.0,1526.0,1585.0,1687.0
東京都墨田区,東京都,,墨田区,2284.0,2498.0,2707.0,2804.0,2952.0,3043.0,3139.0,3259.0,3525.0,3777.0
東京都江東区,東京都,,江東区,2270.0,2530.0,2741.0,2884.0,3015.0,3219.0,3400.0,3647.0,4033.0,4462.0
東京都品川区,東京都,,品川区,3574.0,4003.0,4386.0,4657.0,4910.0,5156.0,5532.0,5999.0,6489.0,7010.0
東京都目黒区,東京都,,目黒区,4343.0,4784.0,5199.0,5572.0,5942.0,6285.0,6672.0,7027.0,7722.0,8506.0
東京都大田区,東京都,,大田区,12101.0,13261.0,14119.0,14826.0,15300.0,16034.0,16929.0,17783.0,18963.0,20641.0
東京都世田谷区,東京都,,世田谷区,19123.0,21216.0,22844.0,23996.0,25230.0,26841.0,28293.0,30221.0,32839.0,36581.0
東京都渋谷区,東京都,,渋谷区,2402.0,2676.0,2954.0,3183.0,3321.0,3501.0,3675.0,3934.0,4191.0,4509.0
東京都中野区,東京都,,中野区,4975.0,5469.0,5846.0,6140.0,6449.0,6855.0,7207.0,7720.0,8290.0,9149.0
東京都杉並区,東京都,,杉並区,12877.0,14077.0,15144.0,15898.0,16684.0,17647.0,18603.0,19916.0,21789.0,24011.0
東京都豊島区,東京都,,豊島区,3592.0,3941.0,4244.0,4525.0,4776.0,5154.0,5531.0,5887.0,6276.0,6921.0
