address,pref,county,muni,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
長野県上高井郡高山村,長野県,上高井郡,高山村,271.0,297.0,310.0,327.0,344.0,360.0,371.0,377.0,388.0,398.0
長野県下高井郡山ノ内町,長野県,下高井郡,山ノ内町,70.0,74.0,80.0,86.0,90.0,99.0,106.0,110.0,116.0,122.0
長野県下高井郡木島平村,長野県,下高井郡,木島平村,11.0,12.0,12.0,13.0,14.0,15.0,15.0,17.0,18.0,20.0
長野県下高井郡野沢温泉村,長野県,下高井郡,野沢温泉村,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0
長野県上水内郡信濃町,長野県,上水内郡,信濃町,45.0,45.0,48.0,48.0,48.0,53.0,56.0,60.0,63.0,64.0
長野県上水内郡小川村,長野県,上水内郡,小川村,40.0,42.0,44.0,47.0,51.0,52.0,57.0,57.0,59.0,59.0
長野県上水内郡飯綱町,長野県,上水内郡,飯綱町,129.0,153.0,179.0,194.0,205.0,244.0,261.0,271.0,281.0,295.0
長野県下水内郡栄村,長野県,下水内郡,栄村,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
長野県市町村不明,長野県,,市町村不明,77.0,77.0,77.0,77.0,77.0,76.0,74.0,73.0,71.0,70.0
岐阜県岐阜市,岐阜県,,岐阜市,7252.0,7967.0,8672.0,9299.0,9841.0,10722.0,11401.0,12126.0,13071.0,14103.0
岐阜県大垣市,岐阜県,,大垣市,3670.0,4019.0,4337.0,4665.0,4908.0,5317.0,5634.0,5967.0,6377.0,6721.0
岐阜県高山市,岐阜県,,高山市,733.0,793.0,858.0,901.0,919.0,984.0,1025.0,1103.0,1151.0,1177.0
岐阜県多治見市,岐阜県,,多治見市,2329.0,2523.0,2724.0,2882.0,3028.0,3251.0,3467.0,3668.0,3868.0,4029.0
岐阜県関市,岐阜県,,関市,1873.0,2058.0,2271.0,2399.0,2521.0,2696.0,2826.0,2974.0,3132.0,3260.0
岐阜県中津川市,岐阜県,,中津川市,2026.0,2154.0,2274.0,2405.0,2497.0,2642.0,2755.0,2915.0,3078.0,3199.0
岐阜県美濃市,岐阜県,,美濃市,389.0,427.0,455.0,473.0,489.0,515.0,547.0,564.0,592.0,622.0
岐阜県瑞浪市,岐阜県,,瑞浪市,878.0,938.0,1004.0,1064.0,1108.0,1198.0,1254.0,1328.0,1417.0,1485.0
岐阜県羽島市,岐阜県,,羽島市,1560.0,1702.0,1858.0,2000.0,2101.0,2266.0,2405.0,2557.0,2762.0,2916.0
岐阜県恵那市,岐阜県,,恵那市,1277.0,1352.0,1447.0,1545.0,1583.0,1667.0,1749.0,1827.0,1904.0,1989.0
岐阜県美濃加茂市,岐阜県,,美濃加茂市,1539.0,1675.0,1810.0,1928.0,2040.0,2238.0,2376.0,2523.0,2698.0,2843.0
岐阜県土岐市,岐阜県,,土岐市,1300.0,1411.0,1524.0,1652.0,1749.0,1878.0,1981.0,2099.0,2255.0,2369.0
岐阜県各務原市,岐阜県,,各務原市,3472.0,3850.0,4128.0,4382.0,4569.0,4948.0,5248.0,5581.0,5974.0,6296.0
岐阜県可児市,岐阜県,,可児市,2332.0,2578.0,2783.0,2987.0,3140.0,3447.0,3663.0,3873.0,4104.0,4298.0
岐阜県山県市,岐阜県,,山県市,498.0,529.0,551.0,580.0,610.0,658.0,684.0,732.0,763.0,806.0
岐阜県瑞穂市,岐阜県,,瑞穂市,1557.0,1708.0,1841.0,1959.0,2057.0,2229.0,2381.0,2529.0,2696.0,2852.0
岐阜県飛騨市,岐阜県,,飛騨市,79.0,87.0,97.0,108.0,109.0,123.0,131.0,141.0,144.0,148.0
岐阜県本巣市,岐阜県,,本巣市,942.0,1017.0,1075.0,1153.0,1199.0,1285.0,1355.0,1422.0,1506.0,1594.0
岐阜県郡上市,岐阜県,,郡上市,314.0,342.0,362.0,375.0,397.0,431.0,460.0,477.0,492.0,509.0
岐阜県下呂市,岐阜県,,下呂市,379.0,407.0,429.0,457.0,465.0,488.0,506.0,522.0,540.0,555.0
岐阜県海津市,岐阜県,,海津市,782.0,852.0,921.0,966.0,999.0,1052.0,1099.0,1153.0,1200.0,1237.0
岐阜県羽島郡岐南町,岐阜県,羽島郡,岐南町,274.0,336.0,390.0,437.0,479.0,555.0,622.0,705.0,782.0,852.0
岐阜県羽島郡笠松町,岐阜県,羽島郡,笠松町,196.0,240.0,283.0,313.0,353.0,416.0,467.0,531.0,617.0,678.0
岐阜県養老郡養老町,岐阜県,養老郡,養老町,665.0,718.0,766.0,809.0,833.0,877.0,916.0,958.0,991.0,1036.0
岐阜県不破郡垂井町,岐阜県,不破郡,垂井町,736.0,789.0,834.0,880.0,913.0,969.0,1019.0,1069.0,1129.0,1188.0
岐阜県不破郡関ケ原町,岐阜県,不破郡,関ケ原町,95.0,106.0,112.0,124.0,128.0,132.0,141.0,150.0,153.0,158.0
岐阜県安八郡神戸町,岐阜県,安八郡,神戸町,513.0,552.0,591.0,624.0,646.0,691.0,718.0,753.0,786.0,822.0
岐阜県安八郡輪之内町,岐阜県,安八郡,輪之内町,295.0,325.0,335.0,354.0,366.0,393.0,410.0,421.0,439.0,456.0
岐阜県安八郡安八町,岐阜県,安八郡,安八町,474.0,517.0,551.0,576.0,595.0,626.0,644.0,668.0,701.0,732.0
岐阜県揖斐郡揖斐川町,岐阜県,揖斐郡,揖斐川町,429.0,452.0,475.0,499.0,515.0,549.0,565.0,586.0,608.0,628.0
岐阜県揖斐郡大野町,岐阜県,揖斐郡,大野町,704.0,745.0,783.0,817.0,850.0,907.0,930.0,961.0,996.0,1038.0
岐阜県揖斐郡池田町,岐阜県,揖斐郡,池田町,734.0,780.0,821.0,862.0,891.0,937.0,963.0,999.0,1052.0,1094.0
岐阜県本巣郡北方町,岐阜県,本巣郡,北方町,370.0,400.0,427.0,453.0,474.0,515.0,543.0,591.0,643.0,690.0
岐阜県加茂郡坂祝町,岐阜県,加茂郡,坂祝町,187.0,211.0,231.0,253.0,279.0,298.0,310.0,337.0,357.0,380.0
岐阜県加茂郡富加町,岐阜県,加茂郡,富加町,144.0,156.0,174.0,190.0,207.0,230.0,244.0,260.0,280.0,304.0
岐阜県加茂郡川辺町,岐阜県,加茂郡,川辺町,263.0,287.0,309.0,326.0,342.0,380.0,400.0,428.0,450.0,471.0
岐阜県加茂郡七宗町,岐阜県,加茂郡,七宗町,42.0,46.0,50.0,50.0,52.0,56.0,58.0,63.0,66.0,68.0
岐阜県加茂郡八百津町,岐阜県,加茂郡,八百津町,259.0,273.0,292.0,307.0,311.0,337.0,357.0,366.0,382.0,394.0
岐阜県加茂郡白川町,岐阜県,加茂郡,白川町,130.0,137.0,152.0,159.0,162.0,167.0,176.0,179.0,185.0,191.0
岐阜県加茂郡東白川村,岐阜県,加茂郡,東白川村,39.0,40.0,46.0,52.0,55.0,58.0,58.0,58.0,60.0,62.0
岐阜県可児郡御嵩町,岐阜県,可児郡,御嵩町,503.0,546.0,597.0,648.0,674.0,744.0,771.0,809.0,853.0,870.0
岐阜県大野郡白川村,岐阜県,大野郡,白川村,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
岐阜県市町村不明,岐阜県,,市町村不明,528.0,528.0,525.0,525.0,525.0,517.0,505.0,491.0,484.0,482.0
静岡県静岡市,静岡県,,静岡市,13408.0,14917.0,16196.0,17341.0,18335.0,19757.0,20798.0,21985.0,23450.0,24800.0
静岡県浜松市,静岡県,,浜松市,19184.0,21072.0,23050.0,24570.0,25825.0,27761.0,29366.0,31035.0,32909.0,34647.0
静岡県沼津市,静岡県,,沼津市,3300.0,3757.0,4089.0,4350.0,4539.0,4867.0,5083.0,5306.0,5645.0,6047.0
静岡県熱海市,静岡県,,熱海市,293.0,319.0,346.0,359.0,375.0,392.0,407.0,429.0,458.0,481.0
静岡県三島市,静岡県,,三島市,2335.0,2595.0,2825.0,3006.0,3188.0,3413.0,3600.0,3803.0,3985.0,4186.0
静岡県富士宮市,静岡県,,富士宮市,3197.0,3590.0,3906.0,4168.0,4404.0,4751.0,5003.0,5234.0,5568.0,5815.0
静岡県伊東市,静岡県,,伊東市,1162.0,1280.0,1391.0,1454.0,1505.0,1572.0,1636.0,1692.0,1755.0,1813.0
静岡県島田市,静岡県,,島田市,2673.0,3015.0,3285.0,3518.0,3746.0,4005.0,4193.0,4423.0,4666.0,4894.0
静岡県富士市,静岡県,,富士市,6019.0,6740.0,7362.0,7898.0,8393.0,9027.0,9497.0,9989.0,10605.0,11160.0
静岡県磐田市,静岡県,,磐田市,4462.0,4992.0,5407.0,5739.0,6061.0,6577.0,6990.0,7407.0,8016.0,8392.0
静岡県焼津市,静岡県,,焼津市,3808.0,4236.0,4565.0,4876.0,5173.0,5563.0,5819.0,6141.0,6506.0,6878.0
静岡県掛川市,静岡県,,掛川市,3527.0,3883.0,4258.0,4533.0,4807.0,5120.0,5387.0,5663.0,6051.0,6343.0
静岡県藤枝市,静岡県,,藤枝市,4152.0,4648.0,5055.0,5368.0,5653.0,5994.0,6271.0,6620.0,6975.0,7276.0
静岡県御殿場市,静岡県,,御殿場市,2061.0,2312.0,2488.0,2665.0,2783.0,2942.0,3071.0,3223.0,3400.0,3542.0
静岡県袋井市,静岡県,,袋井市,2618.0,2930.0,3189.0,3405.0,3621.0,3882.0,4113.0,4383.0,4672.0,4901.0
静岡県下田市,静岡県,,下田市,281.0,319.0,351.0,362.0,372.0,386.0,394.0,413.0,429.0,443.0
静岡県裾野市,静岡県,,裾野市,1388.0,1540.0,1649.0,1752.0,1842.0,1955.0,2031.0,2112.0,2265.0,2366.0
静岡県湖西市,静岡県,,湖西市,1689.0,1848.0,2013.0,2111.0,2236.0,2418.0,2519.0,2646.0,2790.0,2872.0
静岡県伊豆市,静岡県,,伊豆市,568.0,631.0,671.0,711.0,755.0,794.0,821.0,846.0,879.0,914.0
静岡県御前崎市,静岡県,,御前崎市,803.0,887.0,973.0,1030.0,1075.0,1158.0,1220.0,1275.0,1350.0,1413.0
静岡県菊川市,静岡県,,菊川市,1427.0,1572.0,1685.0,1818.0,1935.0,2097.0,2225.0,2344.0,2478.0,2582.0
静岡県伊豆の国市,静岡県,,伊豆の国市,1026.0,1160.0,1265.0,1342.0,1407.0,1500.0,1557.0,1613.0,1700.0,1761.0
静岡県牧之原市,静岡県,,牧之原市,1186.0,1292.0,1389.0,1450.0,1549.0,1625.0,1687.0,1758.0,1828.0,1898.0
静岡県賀茂郡東伊豆町,静岡県,賀茂郡,東伊豆町,40.0,61.0,73.0,79.0,82.0,91.0,99.0,107.0,110.0,113.0
静岡県賀茂郡河津町,静岡県,賀茂郡,河津町,31.0,39.0,59.0,64.0,71.0,78.0,84.0,90.0,101.0,109.0
静岡県賀茂郡南伊豆町,静岡県,賀茂郡,南伊豆町,40.0,54.0,64.0,69.0,70.0,75.0,79.0,86.0,91.0,95.0
静岡県賀茂郡松崎町,静岡県,賀茂郡,松崎町,25.0,29.0,40.0,46.0,50.0,54.0,65.0,70.0,75.0,80.0
静岡県賀茂郡西伊豆町,静岡県,賀茂郡,西伊豆町,27.0,39.0,46.0,53.0,56.0,59.0,62.0,68.0,69.0,71.0
静岡県田方郡函南町,静岡県,田方郡,函南町,329.0,409.0,501.0,549.0,598.0,706.0,788.0,854.0,929.0,987.0
静岡県駿東郡清水町,静岡県,駿東郡,清水町,305.0,398.0,479.0,526.0,587.0,670.0,756.0,828.0,897.0,973.0
静岡県駿東郡長泉町,静岡県,駿東郡,長泉町,363.0,462.0,570.0,650.0,713.0,831.0,917.0,996.0,1069.0,1210.0
静岡県駿東郡小山町,静岡県,駿東郡,小山町,113.0,163.0,196.0,235.0,265.0,302.0,343.0,374.0,422.0,456.0
静岡県榛原郡吉田町,静岡県,榛原郡,吉田町,879.0,961.0,1038.0,1095.0,1170.0,1236.0,1279.0,1333.0,1395.0,1488.0
静岡県榛原郡川根本町,静岡県,榛原郡,川根本町,157.0,162.0,180.0,189.0,192.0,196.0,202.0,208.0,215.0,219.0
静岡県周智郡森町,静岡県,周智郡,森町,173.0,233.0,283.0,323.0,339.0,376.0,416.0,453.0,488.0,537.0
静岡県市町村不明,静岡県,,市町村不明,2223.0,2210.0,2195.0,2195.0,2194.0,2172.0,2112.0,2061.0,2030.0,1991.0
愛知県名古屋市,愛知県,,名古屋市,16756.0,19142.0,21415.0,23182.0,24807.0,27668.0,30141.0,32763.0,36035.0,39484.0
愛知県豊橋市,愛知県,,豊橋市,8280.0,9084.0,9825.0,10486.0,11083.0,11938.0,12652.0,13295.0,14150.0,14928.0
愛知県岡崎市,愛知県,,岡崎市,8356.0,9263.0,10104.0,10762.0,11342.0,12341.0,13150.0,14092.0,15196.0,16198.0
愛知県一宮市,愛知県,,一宮市,7455.0,8294.0,9128.0,9794.0,10439.0,11392.0,12144.0,12931.0,13905.0,14665.0
愛知県瀬戸市,愛知県,,瀬戸市,2496.0,2786.0,3071.0,3290.0,3535.0,3880.0,4141.0,4450.0,4795.0,5076.0
愛知県半田市,愛知県,,半田市,2137.0,2388.0,2611.0,2836.0,3020.0,3329.0,3520.0,3738.0,4012.0,4257.0
愛知県春日井市,愛知県,,春日井市,5285.0,5857.0,6369.0,6781.0,7155.0,7797.0,8326.0,8800.0,9444.0,9992.0
愛知県豊川市,愛知県,,豊川市,3935.0,4415.0,4953.0,5305.0,5672.0,6233.0,6710.0,7220.0,7829.0,8337.0
愛知県津島市,愛知県,,津島市,1114.0,1216.0,1322.0,1410.0,1487.0,1617.0,1700.0,1805.0,1932.0,2043.0
愛知県碧南市,愛知県,,碧南市,1795.0,1980.0,2142.0,2256.0,2427.0,2679.0,2863.0,3045.0,3316.0,3508.0
愛知県刈谷市,愛知県,,刈谷市,3350.0,3670.0,3952.0,4162.0,4342.0,4740.0,5044.0,5343.0,5744.0,6185.0
愛知県豊田市,愛知県,,豊田市,11647.0,12739.0,13687.0,14531.0,15294.0,16416.0,17270.0,18229.0,19386.0,20484.0
愛知県安城市,愛知県,,安城市,4637.0,5045.0,5451.0,5756.0,6076.0,6568.0,6924.0,7301.0,7748.0,8139.0
愛知県西尾市,愛知県,,西尾市,4339.0,4777.0,5230.0,5596.0,5949.0,6464.0,6895.0,7345.0,7898.0,8403.0
愛知県蒲郡市,愛知県,,蒲郡市,1584.0,1750.0,1928.0,2059.0,2222.0,2426.0,2611.0,2823.0,3056.0,3275.0
愛知県犬山市,愛知県,,犬山市,1715.0,1871.0,2014.0,2118.0,2229.0,2369.0,2487.0,2621.0,2774.0,2924.0
愛知県常滑市,愛知県,,常滑市,1752.0,1936.0,2075.0,2196.0,2284.0,2464.0,2566.0,2677.0,2818.0,2943.0
愛知県江南市,愛知県,,江南市,2288.0,2526.0,2798.0,2967.0,3150.0,3417.0,3629.0,3873.0,4122.0,4373.0
愛知県小牧市,愛知県,,小牧市,3128.0,3441.0,3704.0,3910.0,4099.0,4401.0,4652.0,4913.0,5223.0,5500.0
愛知県稲沢市,愛知県,,稲沢市,2743.0,3051.0,3289.0,3556.0,3738.0,4015.0,4289.0,4619.0,4953.0,5235.0
愛知県新城市,愛知県,,新城市,960.0,1053.0,1159.0,1230.0,1290.0,1390.0,1451.0,1509.0,1583.0,1650.0
愛知県東海市,愛知県,,東海市,2649.0,2892.0,3119.0,3285.0,3447.0,3707.0,3898.0,4115.0,4336.0,4571.0
愛知県大府市,愛知県,,大府市,2017.0,2199.0,2408.0,2568.0,2715.0,2957.0,3128.0,3325.0,3569.0,3769.0
愛知県知多市,愛知県,,知多市,1736.0,1947.0,2107.0,2237.0,2339.0,2530.0,2670.0,2823.0,3015.0,3183.0
愛知県知立市,愛知県,,知立市,1481.0,1611.0,1731.0,1838.0,1959.0,2127.0,2258.0,2426.0,2601.0,2768.0
愛知県尾張旭市,愛知県,,尾張旭市,1552.0,1729.0,1891.0,2002.0,2121.0,2337.0,2501.0,2676.0,2870.0,3071.0
愛知県高浜市,愛知県,,高浜市,1220.0,1366.0,1472.0,1588.0,1705.0,1907.0,2044.0,2199.0,2340.0,2465.0
愛知県岩倉市,愛知県,,岩倉市,662.0,734.0,816.0,885.0,945.0,1067.0,1135.0,1219.0,1323.0,1405.0
愛知県豊明市,愛知県,,豊明市,1236.0,1361.0,1519.0,1620.0,1704.0,1863.0,2003.0,2129.0,2288.0,2386.0
愛知県日進市,愛知県,,日進市,2065.0,2306.0,2525.0,2720.0,2843.0,3083.0,3305.0,3532.0,3812.0,4080.0
愛知県田原市,愛知県,,田原市,1737.0,1881.0,2000.0,2097.0,2178.0,2317.0,2397.0,2512.0,2635.0,2731.0
愛知県愛西市,愛知県,,愛西市,1400.0,1535.0,1649.0,1761.0,1854.0,2008.0,2152.0,2285.0,2436.0,2580.0
愛知県清須市,愛知県,,清須市,1094.0,1232.0,1357.0,1501.0,1635.0,1793.0,1946.0,2115.0,2288.0,2459.0
愛知県北名古屋市,愛知県,,北名古屋市,1468.0,1631.0,1775.0,1955.0,2085.0,2325.0,2468.0,2620.0,2822.0,3020.0
愛知県弥富市,愛知県,,弥富市,938.0,1028.0,1142.0,1202.0,1265.0,1386.0,1464.0,1555.0,1664.0,1778.0
愛知県みよし市,愛知県,,みよし市,1864.0,2035.0,2197.0,2327.0,2439.0,2628.0,2757.0,2995.0,3269.0,3487.0
愛知県あま市,愛知県,,あま市,1582.0,1757.0,1979.0,2134.0,2266.0,2503.0,2687.0,2897.0,3154.0,3397.0
愛知県長久手市,愛知県,,長久手市,1170.0,1281.0,1358.0,1435.0,1519.0,1664.0,1779.0,1939.0,2117.0,2285.0
愛知県愛知郡東郷町,愛知県,愛知郡,東郷町,932.0,1038.0,1156.0,1212.0,1298.0,1445.0,1552.0,1659.0,1791.0,1908.0
愛知県西春日井郡豊山町,愛知県,西春日井郡,豊山町,299.0,337.0,384.0,408.0,437.0,465.0,497.0,522.0,550.0,583.0
愛知県丹羽郡大口町,愛知県,丹羽郡,大口町,640.0,724.0,796.0,843.0,900.0,972.0,1015.0,1086.0,1147.0,1196.0
愛知県丹羽郡扶桑町,愛知県,丹羽郡,扶桑町,823.0,922.0,987.0,1051.0,1124.0,1221.0,1313.0,1399.0,1522.0,1624.0
愛知県海部郡大治町,愛知県,海部郡,大治町,583.0,666.0,760.0,814.0,875.0,962.0,1023.0,1093.0,1215.0,1304.0
愛知県海部郡蟹江町,愛知県,海部郡,蟹江町,321.0,409.0,481.0,517.0,564.0,642.0,706.0,771.0,856.0,926.0
愛知県海部郡飛島村,愛知県,海部郡,飛島村,131.0,140.0,155.0,172.0,192.0,229.0,244.0,253.0,262.0,273.0
愛知県知多郡阿久比町,愛知県,知多郡,阿久比町,1014.0,1128.0,1229.0,1309.0,1361.0,1413.0,1458.0,1546.0,1623.0,1685.0
愛知県知多郡東浦町,愛知県,知多郡,東浦町,1397.0,1536.0,1623.0,1726.0,1801.0,1940.0,2076.0,2187.0,2337.0,2457.0
愛知県知多郡南知多町,愛知県,知多郡,南知多町,226.0,244.0,257.0,280.0,289.0,309.0,325.0,354.0,368.0,379.0
愛知県知多郡美浜町,愛知県,知多郡,美浜町,510.0,568.0,603.0,635.0,653.0,692.0,728.0,753.0,798.0,826.0
愛知県知多郡武豊町,愛知県,知多郡,武豊町,954.0,1043.0,1105.0,1185.0,1252.0,1390.0,1490.0,1608.0,1753.0,1874.0
愛知県額田郡幸田町,愛知県,額田郡,幸田町,1270.0,1394.0,1554.0,1688.0,1806.0,1966.0,2096.0,2225.0,2377.0,2472.0
愛知県北設楽郡設楽町,愛知県,北設楽郡,設楽町,81.0,88.0,94.0,101.0,104.0,110.0,116.0,122.0,124.0,127.0
愛知県北設楽郡東栄町,愛知県,北設楽郡,東栄町,39.0,43.0,47.0,49.0,51.0,56.0,61.0,64.0,66.0,70.0
愛知県北設楽郡豊根村,愛知県,北設楽郡,豊根村,10.0,10.0,11.0,14.0,16.0,16.0,17.0,17.0,17.0,17.0
愛知県市町村不明,愛知県,,市町村不明,4691.0,4686.0,4669.0,4669.0,4669.0,4598.0,4465.0,4349.0,4290.0,4239.0
三重県津市,三重県,,津市,6502.0,7089.0,7570.0,7966.0,8385.0,9036.0,9526.0,10087.0,10738.0,11275.0
三重県四日市市,三重県,,四日市市,6127.0,6764.0,7376.0,7896.0,8355.0,9133.0,9823.0,10535.0,11323.0,12135.0
三重県伊勢市,三重県,,伊勢市,2880.0,3103.0,3260.0,3399.0,3527.0,3739.0,3940.0,4178.0,4410.0,4618.0
三重県松阪市,三重県,,松阪市,3366.0,3689.0,3969.0,4152.0,4342.0,4682.0,4905.0,5193.0,5500.0,5753.0
三重県桑名市,三重県,,桑名市,3202.0,3554.0,3847.0,4040.0,4197.0,4506.0,4751.0,4991.0,5264.0,5636.0
三重県鈴鹿市,三重県,,鈴鹿市,4241.0,4761.0,5148.0,5479.0,5830.0,6331.0,6705.0,7146.0,7677.0,8122.0
三重県名張市,三重県,,名張市,1728.0,1893.0,2019.0,2106.0,2189.0,2308.0,2408.0,2496.0,2603.0,2703.0
三重県尾鷲市,三重県,,尾鷲市,186.0,207.0,217.0,232.0,247.0,256.0,267.0,282.0,288.0,291.0
三重県亀山市,三重県,,亀山市,1357.0,1475.0,1575.0,1688.0,1786.0,1934.0,2057.0,2175.0,2312.0,2452.0
三重県鳥羽市,三重県,,鳥羽市,222.0,239.0,256.0,261.0,275.0,292.0,307.0,315.0,330.0,342.0
三重県熊野市,三重県,,熊野市,216.0,241.0,255.0,266.0,288.0,310.0,325.0,334.0,341.0,349.0
三重県いなべ市,三重県,,いなべ市,1133.0,1263.0,1359.0,1441.0,1512.0,1670.0,1791.0,1996.0,2290.0,2409.0
三重県志摩市,三重県,,志摩市,808.0,866.0,895.0,935.0,973.0,1032.0,1060.0,1090.0,1124.0,1158.0
三重県伊賀市,三重県,,伊賀市,1915.0,2078.0,2247.0,2357.0,2446.0,2589.0,2706.0,2832.0,2959.0,3087.0
三重県桑名郡木曽岬町,三重県,桑名郡,木曽岬町,130.0,137.0,144.0,148.0,151.0,159.0,167.0,180.0,188.0,194.0
三重県員弁郡東員町,三重県,員弁郡,東員町,705.0,783.0,849.0,915.0,959.0,1042.0,1101.0,1206.0,1303.0,1375.0
三重県三重郡菰野町,三重県,三重郡,菰野町,418.0,513.0,628.0,720.0,774.0,930.0,1032.0,1126.0,1249.0,1355.0
三重県三重郡朝日町,三重県,三重郡,朝日町,246.0,282.0,325.0,349.0,361.0,395.0,430.0,462.0,504.0,532.0
三重県三重郡川越町,三重県,三重郡,川越町,245.0,283.0,313.0,348.0,368.0,427.0,449.0,529.0,613.0,682.0
三重県多気郡多気町,三重県,多気郡,多気町,472.0,505.0,521.0,544.0,565.0,607.0,635.0,659.0,684.0,720.0
三重県多気郡明和町,三重県,多気郡,明和町,652.0,729.0,785.0,823.0,859.0,932.0,979.0,1036.0,1103.0,1160.0
三重県多気郡大台町,三重県,多気郡,大台町,168.0,186.0,195.0,208.0,213.0,222.0,229.0,236.0,254.0,265.0
三重県度会郡玉城町,三重県,度会郡,玉城町,528.0,571.0,587.0,612.0,630.0,663.0,695.0,717.0,743.0,794.0
三重県度会郡度会町,三重県,度会郡,度会町,159.0,174.0,185.0,201.0,211.0,225.0,234.0,246.0,259.0,273.0
三重県度会郡大紀町,三重県,度会郡,大紀町,120.0,131.0,136.0,140.0,143.0,147.0,152.0,158.0,166.0,168.0
三重県度会郡南伊勢町,三重県,度会郡,南伊勢町,136.0,150.0,158.0,163.0,170.0,179.0,185.0,193.0,197.0,201.0
三重県北牟婁郡紀北町,三重県,北牟婁郡,紀北町,177.0,195.0,205.0,222.0,235.0,246.0,256.0,268.0,278.0,278.0
三重県南牟婁郡御浜町,三重県,南牟婁郡,御浜町,170.0,195.0,199.0,218.0,237.0,251.0,266.0,275.0,284.0,293.0
三重県南牟婁郡紀宝町,三重県,南牟婁郡,紀宝町,188.0,203.0,226.0,237.0,260.0,278.0,289.0,299.0,318.0,327.0
三重県市町村不明,三重県,,市町村不明,919.0,916.0,915.0,915.0,915.0,897.0,879.0,860.0,843.0,826.0
滋賀県大津市,滋賀県,,大津市,6682.0,7416.0,7960.0,8384.0,8762.0,9350.0,9843.0,10349.0,11028.0,11533.0
滋賀県彦根市,滋賀県,,彦根市,2809.0,3116.0,3336.0,3509.0,3666.0,3869.0,4062.0,4266.0,4501.0,4729.0
滋賀県長浜市,滋賀県,,長浜市,1994.0,2274.0,2475.0,2639.0,2779.0,2991.0,3145.0,3306.0,3522.0,3733.0
滋賀県近江八幡市,滋賀県,,近江八幡市,2208.0,2421.0,2586.0,2746.0,2885.0,3099.0,3264.0,3444.0,3653.0,3856.0
滋賀県草津市,滋賀県,,草津市,2809.0,3166.0,3432.0,3624.0,3820.0,4093.0,4330.0,4625.0,4946.0,5230.0
滋賀県守山市,滋賀県,,守山市,2294.0,2644.0,2864.0,3033.0,3183.0,3381.0,3562.0,3790.0,4017.0,4245.0
滋賀県栗東市,滋賀県,,栗東市,1764.0,2009.0,2186.0,2316.0,2475.0,2685.0,2833.0,2962.0,3129.0,3266.0
滋賀県甲賀市,滋賀県,,甲賀市,2695.0,2940.0,3129.0,3280.0,3454.0,3658.0,3830.0,3992.0,4203.0,4342.0
滋賀県野洲市,滋賀県,,野洲市,1463.0,1639.0,1750.0,1851.0,1939.0,2047.0,2135.0,2250.0,2348.0,2425.0
滋賀県湖南市,滋賀県,,湖南市,1481.0,1661.0,1785.0,1886.0,2007.0,2117.0,2228.0,2354.0,2473.0,2568.0
滋賀県高島市,滋賀県,,高島市,713.0,783.0,830.0,889.0,922.0,971.0,1027.0,1071.0,1120.0,1173.0
滋賀県東近江市,滋賀県,,東近江市,3451.0,3749.0,4022.0,4186.0,4329.0,4536.0,4745.0,4960.0,5239.0,5441.0
滋賀県米原市,滋賀県,,米原市,811.0,897.0,975.0,1031.0,1082.0,1145.0,1202.0,1278.0,1347.0,1411.0
滋賀県蒲生郡日野町,滋賀県,蒲生郡,日野町,551.0,614.0,655.0,686.0,717.0,741.0,772.0,812.0,863.0,906.0
滋賀県蒲生郡竜王町,滋賀県,蒲生郡,竜王町,345.0,365.0,399.0,419.0,436.0,456.0,471.0,495.0,528.0,546.0
滋賀県愛知郡愛荘町,滋賀県,愛知郡,愛荘町,757.0,829.0,896.0,941.0,982.0,1023.0,1075.0,1119.0,1175.0,1206.0
滋賀県犬上郡豊郷町,滋賀県,犬上郡,豊郷町,197.0,220.0,234.0,256.0,274.0,293.0,308.0,316.0,330.0,339.0
滋賀県犬上郡甲良町,滋賀県,犬上郡,甲良町,115.0,134.0,142.0,153.0,158.0,166.0,173.0,183.0,186.0,193.0
滋賀県犬上郡多賀町,滋賀県,犬上郡,多賀町,156.0,180.0,195.0,213.0,235.0,267.0,294.0,310.0,326.0,344.0
滋賀県市町村不明,滋賀県,,市町村不明,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
京都府京都市,京都府,,京都市,10759.0,12080.0,13075.0,13906.0,14725.0,15541.0,16271.0,17046.0,17861.0,18900.0
京都府福知山市,京都府,,福知山市,1575.0,1714.0,1856.0,1962.0,2066.0,2221.0,2357.0,2505.0,2684.0,2853.0
京都府舞鶴市,京都府,,舞鶴市,1131.0,1244.0,1341.0,1396.0,1488.0,1630.0,1711.0,1807.0,1910.0,2004.0
京都府綾部市,京都府,,綾部市,770.0,819.0,856.0,893.0,935.0,984.0,1029.0,1074.0,1133.0,1173.0
京都府宇治市,京都府,,宇治市,2639.0,2893.0,3130.0,3314.0,3515.0,3707.0,3886.0,4032.0,4246.0,4420.0
京都府宮津市,京都府,,宮津市,187.0,198.0,208.0,215.0,228.0,241.0,248.0,257.0,270.0,286.0
