,静岡市,浜松市,名古屋市,岡山市,広島市,札幌市,京都市,大阪市,堺市,神戸市,北九州市,福岡市,熊本市,仙台市,新潟市,さいたま市,千葉市,横浜市,川崎市,相模原市,特別区部
2022-09-11 15:00:00,125.04919622357612,160.538305496701,374.41522191741717,115.1398073530594,182.6126376235243,288.347222908181,349.02486451018774,850.6388447357161,258.4804274612046,338.32758330798407,278.4451126246916,331.5851694899213,161.77626668913928,192.4914984375706,117.38043223309484,219.59412949697574,148.64187262111932,626.9904738139703,418.757449663428,137.6580897352542,1920.3500245188072
2022-09-11 16:00:00,124.39272797195426,159.69553078154547,372.4496618535741,117.96114610526787,187.08730301522874,302.3568414251122,354.31339825980285,863.5279901707604,262.3970036230832,343.4540285119984,283.84376887992727,338.0141361632311,164.91287930868702,193.1831113781785,117.80217462985259,218.97844502175056,148.22511970722834,625.2325565976694,417.58336335596044,137.27213247431425,1914.9658655715582
2022-09-11 17:00:00,123.28793993873701,158.2772026023813,369.14176808759436,118.78809022229449,188.39884287141797,321.4893801459958,354.91937608527957,865.0048714185259,262.84577797496513,344.041433691625,288.43890420415113,343.48623337818793,167.58264725927881,191.28675331522143,116.6457841871297,221.6464110810596,150.03104900075596,632.8501978683064,422.67107068831984,138.94461393838742,1938.297221009637
2022-09-11 18:00:00,124.3286822888692,159.61330885811566,372.257899896126,118.2205795537468,187.4987664995234,340.30827069112723,352.80763517831525,859.8581640399493,261.2818673547706,341.99441564141097,288.0371437386452,343.00779864901136,167.34922492480084,196.0164934251849,119.529957997215,227.39279951649448,153.92074286373852,649.2574252204477,433.62920955801707,142.54688170716042,1988.549371183961
2022-09-11 19:00:00,120.0856557844841,154.16610643089086,359.5536702151893,115.78839097425676,183.64129633426097,332.2579675134877,341.69804171124184,832.7820078309153,253.05433757026861,331.2253206815893,279.2737435847975,332.5719411188479,162.25770025400007,188.453371268215,114.91800081976727,222.26209555628478,150.44780191464693,634.6081150846072,423.8451569957874,139.33057119932738,1943.681379956886
2022-09-11 20:00:00,115.13812676616335,147.81446284593815,344.7400590023235,109.78899247818127,174.12620325994692,313.648175752191,325.7773515691714,793.9803095941675,241.26381141627985,315.79258459867134,265.58877772850235,316.2752581562718,154.3067519858442,180.6448380678036,110.15639311443775,212.68478149722665,143.964978809676,607.2627361643719,405.5815922129588,133.32679158470572,1859.927796333013
2022-09-11 21:00:00,108.99774690038339,139.93143593710525,326.3548813319868,104.38953383171334,165.5626194930643,295.1429333828118,307.7449205201366,750.0319039788429,227.90937464209648,298.31283046553926,249.76945939920705,297.43689069494513,145.11574756577403,170.91763670957678,104.22479037294153,200.84995769567627,135.9540616871048,573.4716607843666,383.01304430274917,125.9078353466375,1756.432296569227
2022-09-11 22:00:00,103.34571536812702,132.67535119442468,309.4318885871919,98.06584352503918,155.53319706338192,276.7422404053499,289.82266725755215,706.3520222267485,214.63653320461896,280.9398772741576,236.7122442702649,281.88776199670735,137.52952169523996,162.70752180171564,99.21829998562363,190.3149122307123,128.82295627163674,543.3917439721075,362.9231230416376,119.30367777055365,1664.3033545829662
2022-09-11 23:00:00,98.67038050291778,126.67315078404866,295.43326569348056,94.82292541905244,150.38990350969866,267.12369634894935,274.0488808307488,667.9083558076408,202.9548008329046,265.64954244690665,223.6048090831345,266.2788289573225,129.91411803289614,155.07746936017077,94.56552902784448,180.46396062710966,122.15490964938093,515.265068511294,344.13774212215674,113.1283615955142,1578.1568114269824
2022-09-12 00:00:00,91.64937249471826,117.65957242805591,274.4113611082325,89.60182726841379,142.10920088826862,252.277682696679,249.55268630996218,608.206550216151,184.81343763864737,241.90413306442383,206.10311880453318,245.43701606756912,119.74565758719949,148.2059601438087,90.37531424715449,168.35549928101472,113.95876900952481,480.6926965907105,321.0473780752948,105.53786879702822,1472.2683521310855
2022-09-12 01:00:00,87.55044877727454,112.39736932854815,262.13859583155397,85.12660028215207,135.0114557841857,252.0685839128442,233.7054480255253,569.5838678882233,173.0773083757958,226.54259760933937,195.8582269341324,233.23693047356713,113.79338805801122,145.12716705336078,88.49788035191027,158.7781852219566,107.47594590455388,453.34731767047504,302.78381329246616,99.53408918240655,1388.5147685072122
2022-09-12 02:00:00,87.18218609953546,111.92459326882677,261.0359645762274,86.84534687832506,137.73740136763783,264.30086276717964,231.68552194060288,564.6609303956716,171.58139386952274,224.58458034391725,196.68685789423836,234.22370210249377,114.27482162287203,147.13507559060943,89.72229376185216,155.83658161810303,105.48479309374139,444.9483798592599,297.17428982345456,97.69007115791561,1362.7904535370228
2022-09-12 03:00:00,88.16688847696823,113.18875534156007,263.984304671992,92.32587847744264,146.42956747336254,282.1788087850545,236.14772229184064,575.5361468564903,174.88600500610784,228.9100184848043,203.08991531323883,241.84875559874502,117.9949900786147,153.3149718663636,93.49076614578439,157.34158811309786,106.50352243880823,449.2455108324397,300.04427857504186,98.6335222402133,1375.9517309636312
2022-09-12 04:00:00,91.23307555466539,117.12512992576215,273.16490838481985,94.95264214329192,150.595635251846,290.85640831419846,237.24950015634377,578.2213854887912,175.7019583731659,229.9780279023073,212.33040601987483,252.8527543698056,123.36370377160806,158.84787539122655,96.86470531984645,160.48841987535982,108.6335928875844,458.23042104908853,306.04516414654273,100.60619268501756,1403.4707655829038
2022-09-12 05:00:00,94.20319410773496,120.93817162481952,282.05786916147554,96.41195529098596,152.91011735100346,281.86516060930234,239.83867813792617,584.5316962746982,177.6194487857523,232.4878500334393,220.86781591187548,263.01949236480726,128.32392837926497,161.19043535134998,98.2931876314453,164.52457365739147,111.36563976753644,469.75454502261636,313.74195216216333,103.13635695117955,1438.7669186815363
2022-09-12 06:00:00,102.24092733490976,131.25702301526047,306.12399482121214,98.40634992616779,156.07324288651867,285.21074115065903,257.9629240090029,628.7038717760479,191.04188167385715,250.05660495136323,224.1070096650169,266.8768723687932,130.2058959509936,165.98710574588844,101.21817522186203,176.76985377575866,119.654392166035,504.71756521348885,337.0932242773514,110.81261802987443,1545.8518577434886
2022-09-12 07:00:00,120.27779283373927,154.41277220118027,360.1289560875336,104.38953383171334,165.5626194930643,292.4246491929594,299.88557175334756,730.8772017350966,222.0889072904158,290.69436328735145,239.80077784884162,285.5657289772521,139.32395589153938,177.69990554650556,108.36058677985632,202.76542050748787,137.25062630809896,578.9407365684136,386.66575725931483,127.10859126956183,1773.1830132940013
2022-09-12 08:00:00,147.49720814488902,189.3570896588489,441.62778800297656,121.46349765973355,192.64206005320668,322.74397284900454,358.3348874652394,873.3291111786588,265.37523341284515,347.3522628858843,275.6327893661502,328.23612638568545,160.14231034779348,209.40255034017594,127.69271406349422,241.89558937735393,163.73758927983735,690.6661418710898,461.2854648005861,151.63831940930183,2115.376226385826
